"row ID","REVENUE_VOICE_oct","REVENUE_GPRS_oct","REVENUE_SMS_oct","REVENUE_VAS_oct","VOLUME_MIN_oct","VOLUME_NO_oct","VOLUME_MIN_country_X_oct","VOLUME_NO_country_X_oct","VOLUME_MIN_country_Y_oct","VOLUME_NO_country_Y_oct","VOLUME_MIN_Neighbou_octr","VOLUME_NO_Neighbour_oct","VOLUME_MIN_West_Europe_oct","VOLUME_NO_West_Europe_oct","VOLUME_MIN_East_Europe_oct","VOLUME_NO_East_Europe_oct","VOLUME_MIN_OTHERDEST_oct","VOLUME_NO_OTHERDEST_oct","NO_SMS_OTHERDEST_oct","NO_GPRS_OTHERDEST_oct","VOLUME_MIN_COMPETITION_oct","VOLUME_NO_COMPETITION_oct","NO_SMS_COMPETITION_oct","NO_GPRS_COMPETITION_oct","NO_ROAMING_oct","SCORE_ID","AGE","GENDER","REVENUE_AMOUNT_oct","NUM_OF_RECHARGE_oct","CHURN","Prediction (DecTree)"
"50363",330,53,0,17,8.36,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,16,1.4,1,0,0,0,80,27,"F",167.2,,"0","0"
"50365",320,0,17,0,6.99,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,2.24,6,0,0,0,70,56,"M",33.0,,"0","0"
"50366",148,0,17,0,4.92,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,1,0.0,0,0,0,0,80,24,"M",87.29,,"0","0"
"50367",139,0,6,0,8.68,27,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,0.0,0,0,0,0,,20,"M",117.9,1,"1","0"
"50369",1029,0,233,0,10.51,48,0,0,2.35,1,2.4,3,0,0,0,0,0.0,0,31,0,1.62,5,0,0,0,70,28,"M",1009.43,2,"0","0"
"50370",3021,0,258,0,54.19,52,0,0,0.0,0,0.0,0,7,3,0,0,4.08,2,5,0,34.15,30,0,0,2,70,37,"F",2514.1974,2,"0","0"
"50373",404,0,0,20,11.22,43,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,24,0.95,2,0,0,0,80,24,"M",52.0,,"0","0"
"50377",123,0,0,0,2.48,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.6,3,0,0,0,80,25,"M",33.0,1,"0","0"
"50379",164,158,85,214,5.81,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,10,0.0,0,0,0,0,80,59,"M",1098.09,1,"1","0"
"50380",9,0,0,0,0.04,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,80,21,"M",9.0,,"1","0"
"50382",547,0,0,0,18.22,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,8.54,13,0,0,0,70,35,"M",320.925,1,"0","0"
"50384",493,0,0,0,18.06,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.38,1,0,0,0,80,68,"M",352.8513,1,"0","0"
"50385",108,0,68,0,3.12,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,4,2.61,3,0,0,0,80,28,"M",108.7,,"0","0"
"50386",361,0,0,0,10.68,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.92,3,0,0,0,80,55,"M",175.5596,1,"0","0"
"50387",0,0,17,0,0.02,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,50,"M",17.0,1,"0","0"
"50388",98,0,68,0,2.03,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,0.45,2,0,0,0,80,41,"M",63.7833,,"0","0"
"50396",1163,0,34,38,44.44,48,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.0,0,0,0,0,70,33,"M",568.6514,1,"1","0"
"50397",265,0,34,0,7.36,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,42,"F",100.8,,"0","0"
"50399",277,0,0,0,1607.15,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,43,"M",276.65,,"1","0"
"50403",106,0,6,0,0.49,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,5,0.02,1,0,0,0,80,43,"M",111.6,1,"0","0"
"50406",154,0,0,0,3.39,5,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,80,69,"M",96.77,,"0","0"
"50412",1041,0,34,0,30.88,31,2,1,0.0,0,2.23,1,0,0,0,0,0.0,0,2,0,5.45,6,0,0,0,80,34,"M",594.4115,1,"0","0"
"50413",3447,0,153,0,124.83,94,0,1,0.0,0,0.52,1,0,0,0,0,0.0,0,9,0,16.36,20,0,0,0,70,50,"M",1188.17,,"0","0"
"50416",2041,0,153,0,46.05,51,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,2.97,7,0,0,0,70,21,"M",330.35,,"0","0"
"50417",592,0,0,0,6.3,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.12,1,0,0,0,80,74,"M",22.05,,"0","0"
"50421",2296,0,357,3,99.17,78,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,21,0,5.65,15,0,0,0,80,36,"M",551.5,,"0","0"
"50423",214,0,221,0,5.45,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,13,0,4.94,6,0,0,0,80,21,"F",78.5,,"0","0"
"50424",207,0,0,0,4.97,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,44,"M",102.9,,"0","0"
"50425",769,0,0,0,95.7,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,,36,"F",769.05,1,"0","0"
"50430",0,0,52,0,0.1,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.0,0,0,0,0,80,19,"F",52.0,,"0","0"
"50434",40,0,0,0,1.75,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,70,25,"M",40.2,,"0","0"
"50435",1021,0,0,0,21.0,36,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,7.79,9,0,0,0,80,44,"F",591.9616,1,"0","0"
"50437",659,0,17,0,15.06,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,2.5,2,0,0,0,80,35,"F",430.45,,"0","0"
"50440",982,0,0,0,10.66,14,0,0,0.0,0,0.0,0,0,2,0,0,0.0,0,0,0,0.0,0,0,0,0,80,62,"M",65.17,,"0","0"
"50445",28,0,0,0,27.26,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,0.0,0,0,0,0,,52,"F",14.4,1,"0","0"
"50452",332,0,0,0,10.0,14,0,0,0.07,1,0.07,1,0,0,0,0,0.0,0,0,0,2.29,4,0,0,0,80,81,"M",41.8416,,"0","0"
"50454",745,0,0,0,19.34,15,0,0,0.3,1,0.3,1,0,0,0,0,0.0,0,0,0,13.09,4,0,0,0,80,57,"M",472.1,1,"0","0"
"50456",394,0,0,0,8.63,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,43,"M",39.05,,"0","0"
"50461",303,0,0,0,5.16,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.23,6,0,0,0,80,44,"M",91.3,1,"0","0"
"50465",127,818,153,0,4.2,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,9,11,0.0,0,0,0,0,80,27,"M",1872.85,1,"0","0"
"50466",219,0,255,0,3.62,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,13,0,0.3,1,0,0,0,80,46,"M",151.0,,"0","0"
"50467",532,35,289,0,11.67,107,0,1,0.0,0,0.03,1,0,0,0,0,0.0,0,17,34,0.0,0,0,0,0,80,23,"M",322.7492,,"1","0"
"50470",205,0,140,0,228.32,38,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,19,0,0.28,2,0,0,0,80,21,"M",330.2,1,"0","0"
"50471",343,0,0,0,10.22,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,23,"M",193.45,,"0","0"
"50473",2003,0,68,0,58.21,74,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,5.52,11,0,0,0,70,29,"M",1271.2979,1,"0","0"
"50475",32,0,0,0,0.88,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.88,1,0,0,0,80,29,"M",31.7116,1,"0","0"
"50476",334,0,0,0,8.97,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.62,3,0,0,0,80,73,"F",246.95,,"0","0"
"50478",1114,8,268,0,703.55,242,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,27,157,4.06,6,0,0,0,80,20,"M",186.0135,,"0","0"
"50483",660,522,17,5,17.7,45,0,0,0.0,0,0.0,0,0,2,0,0,0.0,0,1,31,0.0,0,0,0,0,70,49,"M",1204.5446,1,"0","0"
"50484",93,0,0,0,2.09,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,61,"M",82.42,,"0","0"
"50485",0,0,17,0,0.37,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,18,0.0,0,0,0,0,80,45,"M",17.0,1,"0","0"
"50487",7855,0,0,0,77.97,73,0,0,0.0,0,0.0,0,0,0,0,0,2.42,8,0,0,31.28,30,0,0,0,60,45,"F",5793.7996,7,"0","0"
"50488",122,0,0,0,4.18,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.98,2,0,0,0,80,35,"M",56.14,,"0","0"
"50493",242,0,17,0,7.43,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,2.96,3,0,0,0,80,75,"M",50.2599,,"0","0"
"50494",286,0,0,0,9.68,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.85,2,0,0,0,80,32,"M",124.8412,,"0","0"
"50498",949,0,0,0,32.97,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,31,"M",553.315,1,"0","0"
"50500",699,0,0,0,165.27,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,43,"M",699.3,1,"0","0"
"50502",104,0,51,0,2.45,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,2.05,5,0,0,0,80,46,"M",29.9166,,"0","0"
"50505",465,0,0,0,15.1,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,12.88,11,0,0,0,80,60,"F",245.3682,1,"0","0"
"50506",557,0,0,0,9.45,20,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.59,5,0,0,0,80,43,"M",264.3,,"0","0"
"50508",177,0,0,0,4.9,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,76,"M",72.6,,"0","0"
"50510",229,0,0,0,5.95,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.4,4,0,0,0,80,41,"M",185.2816,,"0","0"
"50512",7,0,0,0,0.72,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,38,"M",7.2,2,"0","0"
"50513",826,0,158,0,85.73,64,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,19,0,5.12,17,0,0,0,80,52,"M",240.4,,"0","0"
"50515",0,0,51,3,0.2,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.0,0,0,0,0,80,51,"M",17.0,,"1","0"
"50517",637,0,136,89,19.56,29,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,6.28,5,0,0,0,80,38,"F",570.693,1,"0","0"
"50518",284,0,0,0,7.37,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.77,3,0,0,0,,19,"M",284.35,1,"0","0"
"50522",2584,0,1428,0,84.35,136,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,67,0,0.8,1,0,0,0,,21,"M",2042.75,3,"0","0"
"50523",94,0,0,0,2.57,2,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,37,"M",94.05,1,"0","0"
"50525",18,0,0,0,0.05,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,21,"M",18.0,,"0","0"
"50527",1817,0,0,0,33.48,46,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,11.06,12,0,0,1,70,39,"M",218.8666,,"0","0"
"50528",1042,0,0,0,30.87,62,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.47,2,0,0,0,70,59,"M",440.91,,"0","0"
"50529",202,0,0,0,5.77,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,27,"M",83.23,,"0","0"
"50530",228,0,0,0,5.39,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.39,15,0,0,0,80,43,"M",66.4149,,"0","0"
"50532",111,0,0,0,2.69,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.07,1,0,0,0,80,61,"F",37.1933,,"0","0"
"50535",89,0,0,0,2.07,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.35,1,0,0,0,80,76,"F",29.15,,"0","0"
"50537",101,0,17,20,193.91,13,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.43,1,0,0,0,80,61,"F",33.5,3,"0","1"
"50539",354,0,0,0,13.0,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.87,4,0,0,0,80,72,"F",141.7024,,"0","0"
"50541",330,0,0,0,6.74,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.02,9,0,0,0,,66,"M",293.7,,"0","0"
"50542",310,0,34,0,12.29,11,0,0,0.98,1,0.98,1,0,0,0,0,0.0,0,2,0,0.73,2,0,0,0,60,40,"M",310.0532,1,"0","0"
"50544",245,0,68,0,10.68,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,3.28,2,0,0,0,80,37,"F",192.8066,,"0","0"
"50549",166,0,34,0,4.43,13,0,0,0.0,0,0.0,0,0,0,0,0,0.23,1,2,0,3.1,8,0,0,0,80,65,"M",22.1383,,"0","0"
"50550",163,0,85,0,5.46,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,2.53,1,0,0,0,80,72,"F",78.1549,1,"0","0"
"50551",148,0,102,0,3.78,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,0,0.0,0,0,0,0,80,62,"F",104.41,,"0","0"
"50552",45,628,51,0,1.13,53,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,47,0.03,2,0,0,0,,56,"M",723.9323,,"0","0"
"50555",14,0,0,0,0.38,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,59,"F",13.8,,"1","0"
"50557",77,0,0,0,2.45,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,83,"M",22.47,,"0","0"
"50562",130,0,17,0,2.04,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,80,21,"M",113.8,,"0","0"
"50563",673,0,17,0,12.52,29,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.4,2,0,0,0,80,53,"M",365.2,,"1","0"
"50567",1908,0,0,0,69.72,50,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.9,8,0,0,0,70,38,"F",872.5038,1,"0","0"
"50573",333,0,0,0,5.45,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,35,"F",35.75,1,"0","0"
"50578",207,0,34,0,1.44,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.91,5,0,0,0,,44,"M",223.55,1,"0","0"
"50579",280,0,0,0,6.73,16,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,0,0,2.97,9,0,0,0,80,66,"M",131.1548,1,"0","0"
"50581",88,0,0,0,2.55,7,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.98,2,0,0,0,80,81,"M",71.615,,"0","0"
"50582",320,0,0,0,3.52,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,36,"F",256.5199,1,"0","0"
"50583",193,0,0,0,7.75,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.38,5,0,0,0,80,45,"M",84.1885,1,"0","0"
"50585",0,0,238,0,0.23,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,14,0,0.0,0,0,0,0,80,59,"F",102.0,,"0","0"
"50587",339,0,204,0,7.26,28,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,4.85,9,0,0,0,70,56,"M",221.45,,"0","0"
"50588",751,0,221,0,20.67,36,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,9.03,9,0,0,0,,45,"M",938.25,1,"0","0"
"50593",342,0,0,0,14.77,16,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.37,1,0,0,0,80,36,"M",256.724,,"0","0"
"50594",50,0,0,0,0.16,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,37,"M",16.5,1,"0","0"
"50597",303,0,91,0,14.95,45,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,40,0,0.0,0,0,0,0,,21,"M",394.1,,"0","0"
"50600",484,0,34,0,7.0,13,0,1,0.0,0,0.95,1,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,43,"F",136.895,1,"0","0"
"50601",313,0,68,0,7.75,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,0.0,0,0,0,0,80,53,"F",346.65,1,"0","0"
"50606",185,0,17,0,4.5,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,4.1,7,0,0,0,80,59,"M",48.7116,,"0","0"
"50608",278,0,204,0,8.94,21,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,12,0,1.13,3,0,0,0,80,22,"M",247.48,,"0","0"
"50609",681,0,0,120,6.14,9,0,0,0.0,0,3.22,2,0,0,0,0,0.0,0,0,0,0.48,3,0,0,1,70,60,"F",167.4716,,"0","0"
"50610",1940,0,17,0,25.79,18,0,0,13.47,3,13.47,3,0,0,0,0,0.0,0,1,0,0.28,1,0,0,0,80,35,"M",1956.959,3,"0","0"
"50611",37,0,119,0,0.32,12,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,0.0,0,0,0,0,80,40,"M",138.8,,"0","0"
"50617",244,0,0,0,8.17,15,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.03,1,0,0,0,70,45,"M",122.85,,"0","0"
"50623",855,0,68,0,24.25,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,4,0,12.36,12,0,0,0,70,68,"M",192.0432,1,"0","0"
"50625",760,0,0,0,35.75,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,16.37,8,0,0,0,80,44,"M",576.523,,"0","0"
"50629",732,0,17,0,15.35,12,0,0,3.4,1,3.4,1,0,0,0,0,0.0,0,1,0,1.27,1,0,0,0,80,73,"M",220.7693,,"0","0"
"50630",796,0,171,0,11.27,32,0,7,0.0,0,0.2,7,0,0,0,0,0.0,0,11,0,2.42,4,0,0,0,80,24,"M",685.1,,"0","0"
"50634",584,0,0,0,7.11,11,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.6,4,0,0,0,80,62,"M",42.3466,,"0","0"
"50635",192,0,0,0,6.2,14,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,37,"F",192.22,1,"0","0"
"50636",298,0,204,0,9.23,24,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,11,0,0.28,1,0,0,0,,38,"F",126.175,2,"0","0"
"50638",35,0,0,0,1.1,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.35,1,0,0,0,80,64,"M",34.615,1,"0","0"
"50641",992,0,85,0,28.63,50,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,5,0,2.87,8,0,0,0,80,47,"M",642.7161,,"0","0"
"50643",234,0,0,0,3.76,9,0,0,0.0,0,1.13,1,0,0,0,0,0.0,0,0,0,0.77,2,0,0,0,80,70,"F",51.9666,,"0","0"
"50645",460,0,0,0,9.82,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.9,2,0,0,0,,35,"M",442.75,,"0","0"
"50646",746,0,0,0,11.84,18,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.17,12,0,0,0,80,69,"F",85.25,1,"0","0"
"50649",270,0,226,0,8.06,73,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,63,0,1.62,1,0,0,0,,36,"F",225.0,1,"0","0"
"50650",798,0,765,0,20.53,81,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,44,0,9.71,13,0,0,0,80,50,"F",161.97,,"0","0"
"50652",971,0,0,0,33.26,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,16.47,14,0,0,0,60,36,"M",258.8697,,"0","0"
"50653",201,0,0,0,6.21,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.73,5,0,0,0,80,68,"M",150.1349,,"0","0"
"50654",212,0,0,0,3.16,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,76,"F",101.17,1,"0","0"
"50655",22,0,40,8,3.26,149,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,136,0,0.62,1,0,0,0,,22,"F",69.7,,"1","0"
"50656",89,0,0,0,2.51,4,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.48,1,0,0,0,80,67,"M",7.35,,"0","0"
"50663",589,0,0,0,21.3,28,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.87,5,0,0,0,80,35,"M",465.8699,,"0","0"
"50665",112,0,0,0,2.45,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.1,3,0,0,0,80,65,"M",59.95,,"0","0"
"50669",149,0,36,0,4.58,30,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,6,9,0.3,1,0,0,0,80,30,"M",185.4,1,"1","0"
"50672",162,0,555,0,2.84,56,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,46,1,0.98,3,0,0,0,,50,"M",363.6,,"1","0"
"50673",903,0,136,0,28.64,70,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,8,0,8.73,19,0,0,0,80,24,"M",317.3,3,"1","0"
"50674",82,0,0,0,2.48,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,58,"F",81.95,,"0","0"
"50676",213,0,17,0,5.24,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,1.52,1,0,0,0,80,73,"F",49.5,,"0","0"
"50682",521,0,0,0,5.9,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.8,1,0,0,0,80,60,"M",8.82,,"0","0"
"50683",318,0,0,0,5.82,10,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.87,2,0,0,0,,22,"M",317.9,1,"1","0"
"50684",1487,107,357,0,64.05,83,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,20,4,6.7,10,0,0,0,70,24,"M",282.875,1,"0","0"
"50690",100,0,0,0,3.26,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,1,0.48,1,0,0,0,80,51,"M",75.9,1,"0","0"
"50691",430,0,0,0,3.58,1,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,38,"M",430.0,,"0","0"
"50692",190,0,34,0,2.6,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,18,0.98,3,0,0,0,80,39,"F",99.5,,"0","0"
"50693",636,0,0,0,16.95,22,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,7.05,9,0,0,0,80,48,"F",327.8,,"0","0"
"50695",105,0,68,0,1.75,8,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,3,0,0.26,2,0,0,0,80,40,"F",16.5,,"0","0"
"50698",330,0,0,0,8.84,25,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.52,3,0,0,0,80,25,"M",91.295,,"0","0"
"50699",974,0,0,0,26.86,34,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,5.23,9,0,0,0,70,75,"F",892.3016,1,"0","0"
"50703",955,0,17,0,27.62,40,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,0,4.49,8,0,0,0,70,48,"M",249.0299,,"0","0"
"50704",227,0,0,0,8.05,6,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.8,2,0,0,0,80,58,"F",44.6281,,"0","0"
"50705",624,0,34,0,209.74,23,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,0,0,80,46,"M",253.5,,"0","0"
"50708",90,0,0,0,3.0,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,20,"M",51.9,,"0","0"
"50715",491,0,0,0,16.17,19,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,2.57,4,0,0,0,80,58,"M",270.5932,,"0","0"
"50717",77,112,0,0,1.28,8,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,0,5,1.17,2,0,0,0,80,49,"M",189.7118,,"0","1"
"50725",2159,0,0,0,52.54,55,2,2,0.0,0,2.18,2,0,0,0,0,0.0,0,0,0,30.13,33,0,0,0,70,39,"M",318.2213,,"0","0"
"50729",958,0,0,0,21.61,48,3,4,0.0,0,3.1,4,0,0,0,0,0.0,0,0,0,3.18,5,0,0,0,80,57,"F",596.6981,1,"0","0"
"50730",568,0,82,0,17.4,34,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,11,0,4.39,4,0,0,0,80,21,"M",417.7,,"0","0"
"50731",97,0,0,0,2.72,3,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,80,52,"M",60.0,1,"0","0"
"50732",175,0,0,0,3.68,9,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,3.22,7,0,0,0,80,52,"M",43.995,1,"0","0"
"50734",1157,0,0,0,27.09,31,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,4.32,6,0,0,0,80,40,"M",489.5,1,"0","0"
"50740",163,0,0,0,2.55,5,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,,57,"M",163.35,,"0","0"
"50744",1420,0,663,0,43.53,81,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,37,0,11.12,16,0,0,0,80,68,"F",499.2521,,"0","0"
"50745",1807,0,459,0,51.16,72,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,25,0,1.15,3,0,0,0,70,51,"M",1501.2,2,"0","0"
"50746",400,0,275,0,2.73,47,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,18,15,1.03,5,0,0,0,80,48,"F",297.9,2,"0","0"
"50749",229,0,42,0,175.51,33,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,7,0,0.62,1,0,0,0,,44,"M",139.8,,"0","0"
